0.000000000000000000e+00,3.175146605742351462e-03,4.816908064441545803e-03,6.458669523140741012e-03,8.100430981839936220e-03,9.742192440539129694e-03,1.138395389923832490e-02,1.302571535793752011e-02,1.466747681663671532e-02,1.630923827533591053e-02,1.795099973403510574e-02,1.959276119273430095e-02,2.123452265143349615e-02,2.287628411013269136e-02,2.451804556883188657e-02,2.615980702753108178e-02,2.780156848623027699e-02,2.944332994492947220e-02,3.108509140362866741e-02,3.272685286232786261e-02,3.436861432102705782e-02,3.601037577972624609e-02,3.765213723842544130e-02,3.929389869712463651e-02,4.093566015582383172e-02,4.257742161452302693e-02,4.421918307322222214e-02,4.586094453192141734e-02,4.750270599062061255e-02,4.914446744931980776e-02,5.078622890801900297e-02,5.242799036671819818e-02,5.406975182541739339e-02,5.571151328411658860e-02,5.735327474281578380e-02,5.899503620151497901e-02,6.063679766021417422e-02
2.500000000000000052e-04,1.370887868877336491e+00,1.280962329522153942e+00,1.210639877127779318e+00,1.250427696813809053e+00,9.881837615740570735e-01,1.413054107932482983e+00,1.623216741296474863e+00,1.853456804162782579e+00,1.250080706084923277e+00,1.151990991624234351e+00,1.821052342776974697e+00,1.964710930379780507e+00,1.378981748653810513e+00,1.171240165396287392e+00,1.634940567219488994e+00,1.221120513606676505e+00,8.781208149754652359e-01,1.309580016905214528e+00,1.673550203669118774e+00,1.615258188929195482e+00,2.389748277897230100e+00,1.881882334714144012e+00,1.639541943041329164e+00,1.569430209021284606e+00,1.444044071186618483e+00,2.556155515772585929e+00,1.477318587026247521e+00,1.894796749464477958e+00,2.315437592315075399e+00,1.031715155528083683e+00,2.041461403664799334e+00,1.447872100138689611e+00,2.384452127588276404e+00,2.484141907499415769e+00,2.715154579910348254e+00,2.494210016215980374e+00
5.000000000000000104e-04,1.365984919904583261e+00,1.294535177357221123e+00,1.274355830618915775e+00,1.178777091861798354e+00,1.022113665733004773e+00,8.814059306199746313e-01,1.082117522323452485e+00,8.678678785197331269e-01,1.118867821584664357e+00,1.159255185797030352e+00,1.162059321511995424e+00,1.076560009208154423e+00,1.121348038520282753e+00,9.511675651602928827e-01,1.185433233468963232e+00,9.968374631724203905e-01,1.159154988974861133e+00,1.047705863945228355e+00,1.252628530680019781e+00,1.044634411801919516e+00,1.195980257724062579e+00,1.057201404752176943e+00,9.286913068681605932e-01,1.326030063077262788e+00,1.156252824039135874e+00,9.165869884020176883e-01,1.021284527207159787e+00,1.274455037959439263e+00,9.205016344592248378e-01,9.141400714827894181e-01,8.784028736181810348e-01,1.212090088332853144e+00,1.271828027697809560e+00,8.157990111177613191e-01,1.026469665120293140e+00,1.142485904509286332e+00
7.500000000000000156e-04,1.366070725430700961e+00,1.312211124207172341e+00,1.170001512112249342e+00,1.151829116219647897e+00,1.227316402572245835e+00,9.780957545462511948e-01,8.723874934030853012e-01,9.541344784646585975e-01,1.111476476012954517e+00,1.260503364602504117e+00,9.945241514298135410e-01,1.071533675733815860e+00,9.422504091779357882e-01,9.915475455849067643e-01,1.402434168569110629e+00,9.686802159037559701e-01,8.237196835240648829e-01,1.109448985256447529e+00,1.124348806207952745e+00,9.577706384737698642e-01,1.113706298516538018e+00,1.113750602828617264e+00,1.204189275316902119e+00,9.353409321065564441e-01,1.059079041683804956e+00,1.125421055221007993e+00,1.095880713291036423e+00,1.181832294396621963e+00,1.045349139681176931e+00,1.222218533250189587e+00,1.011569369694577558e+00,9.175833316943213802e-01,7.899132242511688329e-01,9.171597320145934429e-01,7.836711459389225087e-01,9.026124858882287327e-01
1.000000000000000021e-03,1.361630096763157383e+00,1.274158555789515201e+00,1.209032952277859119e+00,1.172213945270891955e+00,1.205407201621339297e+00,1.212262039999686181e+00,1.019985668084282926e+00,9.406087567644606517e-01,1.218693110156549020e+00,1.006801966960543471e+00,9.950702918177158907e-01,1.087779698738585044e+00,1.309881573035408975e+00,1.061949662355213597e+00,1.070009422092330631e+00,1.055309048341349865e+00,9.748927896883167188e-01,8.873640569634095865e-01,8.948520337094949539e-01,9.218263817057310572e-01,9.814789474647043210e-01,9.924691974314241438e-01,8.763235984281291246e-01,9.638763723912008308e-01,9.805941375688951300e-01,1.066649045599219026e+00,9.710274667846998664e-01,1.123868955950051873e+00,8.004100842891146428e-01,1.059786067084963035e+00,9.254654722482434925e-01,9.759520017041495299e-01,9.974141948679001723e-01,9.665363950223815337e-01,9.538328005363680973e-01,1.023171151810851054e+00
1.250000000000000026e-03,1.361613366617814957e+00,1.294525492440867787e+00,1.213356878174196130e+00,1.124601290624854366e+00,1.065192060065867974e+00,1.108103768514329568e+00,1.229768716796067141e+00,1.165232312689038929e+00,1.199444930230299189e+00,1.167740209958897157e+00,1.046130218185084448e+00,1.121116413707009540e+00,8.863179576022556239e-01,1.238857437997663791e+00,8.648595156613982926e-01,9.151603109072665720e-01,9.324609438286064478e-01,1.027717363030048681e+00,9.907183275775020004e-01,1.023135881420933924e+00,9.850295314495772780e-01,1.038754496598824906e+00,9.555527485090268280e-01,1.045121769894457708e+00,9.260677657543453511e-01,9.917393504640458213e-01,8.279528422265552967e-01,1.152224732752629155e+00,9.759058083574376763e-01,1.040353410263800793e+00,1.008450305718738615e+00,8.517616147323833209e-01,1.145218912369599273e+00,1.244220844813425320e+00,9.278126319108617182e-01,8.298901522839529088e-01
1.500000000000000031e-03,1.362849434351854239e+00,1.290521730160090641e+00,1.240107324123008725e+00,1.187217088473659476e+00,1.147379998361949927e+00,1.236862939205730427e+00,1.283989461548307398e+00,1.181591902217881351e+00,9.303270596368260481e-01,1.195398169653464349e+00,1.041304191219215358e+00,9.515465908247608962e-01,1.038288778802573642e+00,1.033366157919284989e+00,1.118537237836166209e+00,1.148239831006034439e+00,1.008892156221065761e+00,9.285077129333367818e-01,8.853617501614332586e-01,1.057065133407889101e+00,1.219839870889425137e+00,9.964922682528101205e-01,1.184526691848666768e+00,1.018763250086015093e+00,1.058661062245452422e+00,1.121225731720882024e+00,1.403037429089454058e+00,1.073867890221739341e+00,1.185338891477824452e+00,8.671159248527026131e-01,8.838236389611747734e-01,9.556096308086988733e-01,9.158261468093256141e-01,7.670831631700452125e-01,9.999202810220282345e-01,1.168781813057065744e+00
1.750000000000000036e-03,1.351516714291464805e+00,1.303511530038620192e+00,1.180058913529580700e+00,1.167385339371878938e+00,1.219444700844956930e+00,1.058134589569678763e+00,1.040368685267129889e+00,1.036401741770422325e+00,1.538618648472756201e+00,1.078793404543126666e+00,1.216597857542204952e+00,9.912472944857043666e-01,9.790394114267468861e-01,1.012590815650503018e+00,1.110417243492313411e+00,1.279282713745480971e+00,1.281839461156978777e+00,8.773725697044550964e-01,1.072037126778523586e+00,9.237572970627481173e-01,8.733502620048039233e-01,9.036149335507939195e-01,1.199198958289465766e+00,9.663844791961684333e-01,8.760574303795184425e-01,9.054358480549730137e-01,1.105835473158966131e+00,1.158994979903108513e+00,9.505614639249534426e-01,1.001754413167787794e+00,1.029044987497928609e+00,1.082836288094574995e+00,9.461902292512984758e-01,1.023565263012128135e+00,9.792719551608231043e-01,1.058840089796005302e+00
2.000000000000000042e-03,1.372703186376090567e+00,1.287749347284106616e+00,1.286147576119211156e+00,1.338511646622848383e+00,1.225713131843527703e+00,1.197673356484001861e+00,1.004607713319749518e+00,8.009717215719781569e-01,1.179930145372894312e+00,9.517282751255968787e-01,1.030213350376391279e+00,1.051961897173465443e+00,1.095438620042330724e+00,9.132763881414189822e-01,1.108201324680232025e+00,8.062349646755826438e-01,1.074814859108813359e+00,1.054390207110381672e+00,1.042591466883913576e+00,9.219795876092973241e-01,1.142924430367778577e+00,9.555659436592458533e-01,1.104391174904424622e+00,8.985665823461967960e-01,9.765134980233287632e-01,9.624094337933751797e-01,1.164868904262295057e+00,1.026445966257851783e+00,1.049204239445980624e+00,1.246255501142934596e+00,7.669522340619882028e-01,9.749598202872770125e-01,1.083407072011924877e+00,8.487970624729678226e-01,1.096360931355690571e+00,1.083447957169929587e+00
2.500000000000000052e-03,1.361463368557576992e+00,1.254339673738609218e+00,1.218228610317181992e+00,1.145372486405869861e+00,1.132933881760845862e+00,9.158282198027501986e-01,1.110065070559169254e+00,1.334227446164990338e+00,1.196314038077326725e+00,1.083059167216851026e+00,9.823635118651552478e-01,9.745522049362207451e-01,1.067890765804327291e+00,8.387905029990057049e-01,9.682123767858277219e-01,9.678894041815837568e-01,1.094244501261498526e+00,1.158332914428599647e+00,1.018209150966634891e+00,1.011799850223104702e+00,9.271195928431114064e-01,1.025633112273012459e+00,1.103874660075711223e+00,1.040387119840693764e+00,8.665419771785638492e-01,9.433681246551106625e-01,9.571600734774415864e-01,1.072956738762181006e+00,8.872800127251428970e-01,1.205103933675538030e+00,1.065597041997595973e+00,8.482705643201509105e-01,8.494191196795796150e-01,9.762583510136826348e-01,9.831949162987776436e-01,1.081496489430684660e+00
